證券代碼,簡稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,市值(百萬元),報酬率-Ln
1101   ,台泥         ,20090415,   34.50,   34.50,   34.00,   34.50,    15326,      525390,  -0.2890,   0.4655,      113580,  -0.2894
1101   ,台泥         ,20090416,   35.50,   35.95,   34.60,   35.50,    15517,      547722,   2.8986,   0.4713,      116872,   2.8573
1101   ,台泥         ,20090417,   35.50,   35.50,   33.05,   33.05,    24523,      830257,  -6.9014,   0.7449,      108806,  -7.1511
1101   ,台泥         ,20090420,   32.60,   33.00,   31.00,   32.25,    20242,      645020,  -2.4206,   0.6149,      106172,  -2.4504
1101   ,台泥         ,20090421,   31.50,   33.60,   31.50,   33.55,    18388,      594802,   4.0310,   0.5585,      110452,   3.9519
1101   ,台泥         ,20090422,   33.35,   34.35,   33.05,   34.00,    16961,      570917,   1.3413,   0.5152,      111933,   1.3324
1101   ,台泥         ,20090423,   34.00,   34.25,   33.15,   33.45,    11402,      383001,  -1.6176,   0.3463,      110123,  -1.6309
1101   ,台泥         ,20090424,   33.45,   34.15,   32.05,   32.75,    20634,      685826,  -2.0927,   0.6268,      107818,  -2.1149
1101   ,台泥         ,20090427,   32.85,   33.30,   30.50,   31.80,    19057,      608207,  -2.9008,   0.5789,      104691,  -2.9437
1101   ,台泥         ,20090428,   32.00,   32.40,   29.70,   29.90,    21910,      674114,  -5.9748,   0.6655,       98436,  -6.1608
1101   ,台泥         ,20090429,   30.00,   30.45,   29.00,   29.55,    30186,      898436,  -1.1706,   0.9169,       97283,  -1.1775
1101   ,台泥         ,20090430,   31.60,   31.60,   30.80,   31.60,    30039,      946894,   6.9374,   0.9124,      104032,   6.7073
1101   ,台泥         ,20090504,   33.80,   33.80,   33.80,   33.80,    12691,      428967,   6.9620,   0.3855,      111275,   6.7304
1101   ,台泥         ,20090505,   36.15,   36.15,   34.30,   36.00,    53667,     1911569,   6.5089,   1.6301,      118518,   6.3058
1101   ,台泥         ,20090506,   36.10,   36.50,   35.00,   36.50,    45712,     1634184,   1.3889,   1.3885,      120164,   1.3793
1101   ,台泥         ,20090507,   35.50,   35.70,   34.00,   34.70,    37631,     1315047,  -4.9315,   1.1430,      114238,  -5.0573
1101   ,台泥         ,20090508,   34.25,   35.45,   33.60,   34.25,    30161,     1036043,  -1.2968,   0.9161,      112756,  -1.3053
1101   ,台泥         ,20090511,   34.25,   35.25,   33.80,   35.10,    19408,      677195,   2.4818,   0.5895,      115555,   2.4515
1101   ,台泥         ,20090512,   34.50,   34.80,   33.20,   33.90,    17785,      597916,  -3.4188,   0.5402,      111604,  -3.4786
1101   ,台泥         ,20090513,   33.50,   34.10,   32.90,   33.00,    26608,      883557,  -2.6549,   0.8082,      108641,  -2.6907
1101   ,台泥         ,20090514,   32.45,   32.45,   31.50,   31.60,    24939,      791992,  -4.2424,   0.7575,      104032,  -4.3350
1101   ,台泥         ,20090515,   32.20,   32.85,   32.00,   32.55,    22696,      737694,   3.0063,   0.6894,      107160,   2.9620
1101   ,台泥         ,20090518,   32.80,   34.00,   32.65,   34.00,    25039,      834986,   4.4547,   0.7606,      111933,   4.3583
1101   ,台泥         ,20090519,   35.00,   35.05,   33.25,   33.25,    19502,      667682,  -2.2059,   0.5924,      109464,  -2.2306
1101   ,台泥         ,20090520,   33.35,   33.60,   32.30,   32.85,    23220,      760116,  -1.2030,   0.7053,      108147,  -1.2103
1101   ,台泥         ,20090521,   32.10,   33.25,   32.05,   33.25,    16746,      548100,   1.2177,   0.5087,      109464,   1.2103
1101   ,台泥         ,20090522,   32.80,   33.50,   32.50,   32.90,    14996,      495486,  -1.0526,   0.4555,      108312,  -1.0582
1101   ,台泥         ,20090525,   33.80,   33.80,   32.90,   33.20,    17468,      581653,   0.9119,   0.5306,      109300,   0.9077
1101   ,台泥         ,20090526,   33.50,   33.90,   32.30,   32.70,    20664,      685424,  -1.5060,   0.6277,      107654,  -1.5175
1101   ,台泥         ,20090527,   33.40,   34.30,   33.00,   34.00,    26653,      902044,   3.9755,   0.8096,      111933,   3.8985
1101   ,台泥         ,20090601,   34.70,   34.95,   34.05,   34.50,    24218,      833844,   1.4706,   0.7356,      113580,   1.4599
1101   ,台泥         ,20090602,   34.80,   34.90,   33.60,   34.00,    18675,      639169,  -1.4493,   0.5673,      111933,  -1.4599
1101   ,台泥         ,20090603,   33.90,   33.90,   32.50,   32.60,    33231,     1088603,  -4.1176,   1.0094,      107324,  -4.2048
1101   ,台泥         ,20090604,   32.70,   33.00,   31.60,   32.00,    23589,      758174,  -1.8405,   0.7165,      105349,  -1.8576
1101   ,台泥         ,20090605,   32.00,   32.25,   31.55,   31.70,    20127,      640650,  -0.9375,   0.6114,      104361,  -0.9419
1101   ,台泥         ,20090606,   32.00,   32.15,   31.85,   32.15,     9388,      300435,   1.4196,   0.2852,      105843,   1.4096
1101   ,台泥         ,20090608,   32.35,   32.45,   31.10,   31.20,    16183,      512166,  -2.9549,   0.4916,      102715,  -2.9994
1101   ,台泥         ,20090609,   30.80,   31.05,   29.60,   29.85,    26823,      808916,  -4.3269,   0.8148,       98271,  -4.4233
1101   ,台泥         ,20090610,   29.90,   30.40,   29.70,   30.15,    17293,      519075,   1.0050,   0.5253,       99259,   1.0000
1101   ,台泥         ,20090611,   30.40,   32.15,   29.80,   32.15,    22679,      706635,   6.6335,   0.6889,      105843,   6.4228
1101   ,台泥         ,20090612,   32.50,   33.00,   31.55,   32.15,    39644,     1277168,   0.0000,   1.2042,      105843,   0.0000
1101   ,台泥         ,20090615,   31.65,   32.00,   30.50,   30.55,    20319,      634077,  -4.9767,   0.6172,      100575,  -5.1048
1101   ,台泥         ,20090616,   30.60,   31.25,   29.90,   30.10,    15739,      479323,  -1.4730,   0.4781,       99094,  -1.4840
1101   ,台泥         ,20090617,   30.10,   30.65,   30.00,   30.10,     8686,      263242,   0.0000,   0.2638,       99094,   0.0000
1101   ,台泥         ,20090618,   30.50,   30.70,   29.40,   29.60,    11609,      347061,  -1.6611,   0.3526,       97448,  -1.6751
1101   ,台泥         ,20090619,   29.80,   30.20,   29.70,   30.20,    11752,      351764,   2.0270,   0.3570,       99423,   2.0068
1101   ,台泥         ,20090622,   30.25,   30.50,   29.70,   30.35,     8608,      259191,   0.4967,   0.2615,       99917,   0.4955
1101   ,台泥         ,20090623,   29.90,   29.95,   29.00,   29.20,    18928,      556688,  -3.7891,   0.5749,       96131,  -3.8628
1101   ,台泥         ,20090624,   29.25,   31.20,   29.10,   30.65,    34592,     1051013,   4.9658,   1.0507,      100905,   4.8464
1101   ,台泥         ,20090625,   31.25,   32.70,   31.00,   32.50,    42089,     1341213,   6.0359,   1.2785,      106995,   5.8607
1101   ,台泥         ,20090626,   32.80,   33.00,   32.10,   32.30,    25428,      829439,  -0.6154,   0.7724,      106337,  -0.6173
1101   ,台泥         ,20090629,   32.50,   32.50,   31.50,   31.50,    11225,      356770,  -2.4768,   0.3410,      103703,  -2.5080
1101   ,台泥         ,20090630,   32.00,   32.30,   31.00,   31.40,     9647,      305152,  -0.3175,   0.2930,      103374,  -0.3180
1101   ,台泥         ,20090701,   31.45,   32.15,   31.20,   31.70,    12749,      403049,   0.9554,   0.3873,      104361,   0.9509
1101   ,台泥         ,20090702,   32.00,   32.50,   31.70,   32.20,    13491,      433004,   1.5773,   0.4098,      106008,   1.5650
1101   ,台泥         ,20090703,   31.50,   32.10,   31.50,   32.00,     6901,      219400,  -0.6211,   0.2096,      105349,  -0.6231
1101   ,台泥         ,20090706,   32.00,   32.65,   31.90,   32.20,    10226,      330848,   0.6250,   0.3106,      106008,   0.6231
1101   ,台泥         ,20090707,   32.00,   33.05,   32.00,   32.65,    19257,      630899,   1.3975,   0.5849,      107489,   1.3878
1101   ,台泥         ,20090708,   32.60,   32.60,   31.50,   31.65,    18400,      584464,  -3.0628,   0.5589,      104197,  -3.1107
1101   ,台泥         ,20090709,   31.60,   32.30,   31.60,   32.00,     9974,      319695,   1.1058,   0.3030,      105349,   1.0998
1101   ,台泥         ,20090710,   32.05,   33.05,   32.05,   32.90,    23891,      782252,   2.8125,   0.7257,      108312,   2.7737
1101   ,台泥         ,20090713,   33.40,   33.50,   31.50,   31.50,    19222,      619934,  -4.2553,   0.5839,      103703,  -4.3485
1101   ,台泥         ,20090714,   31.60,   31.95,   31.50,   31.60,    11359,      360199,   0.3175,   0.3450,      104032,   0.3170
1101   ,台泥         ,20090715,   31.90,   32.75,   31.90,   32.70,    15075,      489188,   3.4810,   0.4579,      107654,   3.4218
1101   ,台泥         ,20090716,   33.20,   33.40,   32.10,   32.30,    12931,      423628,  -1.2232,   0.3928,      106337,  -1.2308
1101   ,台泥         ,20090717,   32.50,   32.85,   31.90,   32.80,    12484,      403474,   1.5480,   0.3792,      107983,   1.5361
1101   ,台泥         ,20090720,   32.90,   33.05,   32.30,   32.75,     9636,      315597,  -0.1524,   0.2927,      107818,  -0.1526
1101   ,台泥         ,20090721,   33.00,   33.35,   32.75,   32.75,    17232,      570005,   0.0000,   0.5234,      107818,   0.0000
1101   ,台泥         ,20090722,   32.90,   33.20,   32.75,   33.05,     9966,      329179,   0.9160,   0.3027,      108806,   0.9119
1101   ,台泥         ,20090723,   33.40,   35.00,   33.20,   34.90,    48187,     1655411,   5.5976,   1.4637,      114896,   5.4465
1101   ,台泥         ,20090724,   35.00,   35.30,   34.30,   34.35,    27361,      946358,  -1.5759,   0.8311,      113086,  -1.5885
1101   ,台泥         ,20090727,   34.30,   35.00,   33.75,   34.60,    12868,      443805,   0.7278,   0.3909,      113909,   0.7252
1101   ,台泥         ,20090728,   34.70,   35.00,   34.60,   34.75,    17738,      617169,   0.4335,   0.5388,      114403,   0.4326
1101   ,台泥         ,20090729,   34.85,   34.90,   34.15,   34.45,    12458,      429412,  -0.8633,   0.3784,      113415,  -0.8671
1101   ,台泥         ,20090730,   34.80,   34.95,   34.30,   34.80,    18479,      642172,   1.0160,   0.5613,      114567,   1.0108
1101   ,台泥         ,20090731,   35.20,   35.20,   33.75,   34.75,    19101,      657533,  -0.1437,   0.5802,      114403,  -0.1438
1101   ,台泥         ,20090803,   34.05,   35.20,   34.05,   34.80,    17502,      611372,   0.1439,   0.5316,      114567,   0.1438
1101   ,台泥         ,20090804,   35.35,   36.70,   35.35,   35.80,    40859,     1476518,   2.8736,   1.2411,      117859,   2.8331
1101   ,台泥         ,20090805,   36.40,   37.50,   35.95,   36.75,    33947,     1253191,   2.6536,   1.0311,      120987,   2.6190
1101   ,台泥         ,20090806,   37.30,   37.30,   35.20,   37.20,    43376,     1572214,   1.2245,   1.3175,      122468,   1.2171
1101   ,台泥         ,20090810,   39.80,   39.80,   38.00,   38.30,    32234,     1248438,   2.9570,   0.9791,      126090,   2.9141
1101   ,台泥         ,20090811,   38.50,   38.60,   37.25,   37.90,    17885,      674967,  -1.0444,   0.5433,      124773,  -1.0499
1101   ,台泥         ,20090812,   37.90,   38.00,   37.00,   37.10,     8676,      324610,  -2.1108,   0.2635,      122139,  -2.1334
1101   ,台泥         ,20090813,   37.00,   37.60,   36.65,   37.00,    18291,      677413,  -0.2695,   0.5556,      121810,  -0.2699
1101   ,台泥         ,20090814,   37.00,   38.20,   36.90,   38.20,    31175,     1180544,   3.2432,   0.9469,      125761,   3.1918
1101   ,台泥         ,20090817,   37.20,   37.40,   36.00,   36.00,    30136,     1108118,  -2.3037,   0.9154,      118518,  -2.3306
1101   ,台泥         ,20090818,   35.70,   36.50,   35.00,   35.40,    17440,      623284,  -1.6667,   0.5297,      116542,  -1.6807
1101   ,台泥         ,20090819,   35.50,   35.80,   34.65,   34.65,    14618,      514155,  -2.1186,   0.4440,      114073,  -2.1414
1101   ,台泥         ,20090820,   34.65,   34.80,   33.50,   34.60,    14487,      495594,  -0.1443,   0.4400,      113909,  -0.1444
1101   ,台泥         ,20090821,   34.70,   34.95,   33.00,   33.10,    23698,      802283,  -4.3353,   0.7198,      108970,  -4.4320
1101   ,台泥         ,20090824,   33.85,   35.00,   33.55,   34.60,    19016,      654401,   4.5317,   0.5776,      113909,   4.4320
1101   ,台泥         ,20090825,   34.60,   34.90,   34.25,   34.70,    11159,      386429,   0.2890,   0.3390,      114238,   0.2886
1101   ,台泥         ,20090826,   34.70,   34.85,   33.40,   34.10,    10839,      366719,  -1.7291,   0.3292,      112263,  -1.7442
1101   ,台泥         ,20090827,   33.80,   34.55,   33.65,   34.15,    12234,      417577,   0.1466,   0.3716,      112427,   0.1465
1101   ,台泥         ,20090828,   34.50,   35.20,   34.30,   34.90,    12557,      437624,   2.1962,   0.3814,      114896,   2.1724
1101   ,台泥         ,20090831,   35.10,   35.85,   34.65,   35.70,    16644,      589993,   2.2923,   0.5056,      117530,   2.2664
1101   ,台泥         ,20090901,   34.95,   36.10,   34.95,   35.75,    14772,      526254,   0.1401,   0.4487,      117695,   0.1400
1101   ,台泥         ,20090902,   35.40,   36.20,   35.30,   35.50,    13301,      474461,  -0.6993,   0.4040,      116872,  -0.7018
1101   ,台泥         ,20090903,   35.50,   35.65,   34.95,   35.50,    13953,      494542,   0.0000,   0.4238,      116872,   0.0000
1101   ,台泥         ,20090904,   35.50,   35.80,   35.15,   35.40,     6791,      241055,  -0.2817,   0.2063,      116542,  -0.2821
1101   ,台泥         ,20090907,   35.65,   36.00,   35.45,   35.80,     8822,      315916,   1.1299,   0.2680,      117859,   1.1236
1101   ,台泥         ,20090908,   36.10,   36.80,   35.60,   35.60,    26823,      973318,  -0.5587,   0.8148,      117201,  -0.5602
1101   ,台泥         ,20090909,   35.95,   36.70,   35.80,   36.35,    25812,      940609,   2.1067,   0.7840,      119670,   2.0849
1101   ,台泥         ,20090910,   37.80,   37.85,   36.70,   37.20,    19900,      738712,   2.3384,   0.6045,      122468,   2.3115
1101   ,台泥         ,20090911,   36.80,   37.00,   36.50,   36.70,     7938,      291549,  -1.3441,   0.2411,      120822,  -1.3532
1101   ,台泥         ,20090914,   36.35,   36.35,   35.30,   35.95,    12945,      463380,  -2.0436,   0.3932,      118353,  -2.0648
1101   ,台泥         ,20090915,   36.20,   36.45,   35.60,   36.35,     4307,      155306,   1.1127,   0.1308,      119670,   1.1065
1101   ,台泥         ,20090916,   36.40,   36.80,   35.70,   36.00,    14003,      504860,  -0.9629,   0.4253,      118518,  -0.9675
1101   ,台泥         ,20090917,   36.00,   36.55,   35.65,   36.00,    10841,      391741,   0.0000,   0.3293,      118518,   0.0000
1101   ,台泥         ,20090918,   36.20,   36.50,   35.70,   36.50,     9826,      353980,   1.3889,   0.2985,      120164,   1.3793
1101   ,台泥         ,20090921,   36.90,   36.90,   35.90,   36.50,     5334,      194410,   0.0000,   0.1620,      120164,   0.0000
1101   ,台泥         ,20090922,   36.50,   36.80,   36.50,   36.50,    11856,      434552,   0.0000,   0.3601,      120164,   0.0000
1101   ,台泥         ,20090923,   36.75,   37.10,   35.90,   35.95,     7460,      271864,  -1.5068,   0.2266,      118353,  -1.5183
1101   ,台泥         ,20090924,   36.10,   36.70,   35.70,   36.00,    14705,      530104,   0.1391,   0.4467,      118518,   0.1390
1101   ,台泥         ,20090925,   36.00,   36.00,   35.25,   35.50,    10185,      360962,  -1.3889,   0.3094,      116872,  -1.3986
1101   ,台泥         ,20090928,   35.20,   35.75,   35.15,   35.20,     8443,      299643,  -0.8451,   0.2565,      115884,  -0.8487
1101   ,台泥         ,20090929,   35.40,   35.80,   35.35,   35.70,     6348,      226135,   1.4205,   0.1928,      117530,   1.4105
1101   ,台泥         ,20090930,   35.70,   36.30,   35.50,   36.10,     8110,      292313,   1.1204,   0.2463,      118847,   1.1142
1101   ,台泥         ,20091001,   36.50,   37.20,   36.50,   37.20,    19143,      706971,   3.0471,   0.5815,      122468,   3.0016
1101   ,台泥         ,20091002,   37.00,   37.70,   36.55,   37.00,    19481,      723968,  -0.5376,   0.5917,      121810,  -0.5391
1101   ,台泥         ,20091005,   37.00,   37.10,   36.00,   36.40,    11656,      424306,  -1.6216,   0.3541,      119835,  -1.6349
1101   ,台泥         ,20091006,   36.80,   36.95,   36.35,   36.60,    10276,      377318,   0.5495,   0.3121,      120493,   0.5479
1101   ,台泥         ,20091007,   37.15,   37.50,   36.70,   37.50,    11692,      433033,   2.4590,   0.3551,      123456,   2.4293
1101   ,台泥         ,20091008,   37.80,   37.80,   36.60,   36.60,    11534,      429627,  -2.4000,   0.3503,      120493,  -2.4293
1101   ,台泥         ,20091009,   36.95,   37.45,   36.65,   37.20,     7555,      279520,   1.6393,   0.2295,      122468,   1.6261
1101   ,台泥         ,20091012,   36.50,   37.40,   36.50,   37.20,     7246,      268213,   0.0000,   0.2201,      122468,   0.0000
1101   ,台泥         ,20091013,   36.50,   36.80,   36.00,   36.40,    16243,      590591,  -2.1505,   0.4934,      119835,  -2.1740
1101   ,台泥         ,20091014,   36.20,   36.65,   36.20,   36.65,    10996,      400269,   0.6868,   0.3340,      120658,   0.6845
1101   ,台泥         ,20091015,   36.70,   36.90,   36.30,   36.70,     5904,      216244,   0.1364,   0.1793,      120822,   0.1363
1101   ,台泥         ,20091016,   36.90,   37.15,   36.65,   36.85,     5751,      212193,   0.4087,   0.1747,      121316,   0.4079
1101   ,台泥         ,20091019,   37.15,   37.20,   36.85,   37.20,     7355,      272979,   0.9498,   0.2234,      122468,   0.9453
1101   ,台泥         ,20091020,   38.20,   38.45,   37.75,   37.75,    15294,      581542,   1.4785,   0.4646,      124279,   1.4677
1101   ,台泥         ,20091021,   37.95,   37.95,   37.50,   37.65,     7012,      264193,  -0.2649,   0.2130,      123950,  -0.2653
1101   ,台泥         ,20091022,   37.60,   37.60,   36.40,   36.50,    13012,      479539,  -3.0544,   0.3952,      120164,  -3.1021
1101   ,台泥         ,20091023,   36.50,   36.80,   36.40,   36.50,     7113,      259944,   0.0000,   0.2161,      120164,   0.0000
1101   ,台泥         ,20091026,   36.75,   37.30,   36.60,   36.80,     5272,      195058,   0.8219,   0.1601,      121152,   0.8186
1101   ,台泥         ,20091027,   36.60,   36.60,   35.75,   35.90,    11978,      431237,  -2.4457,   0.3638,      118189,  -2.4761
1101   ,台泥         ,20091028,   35.85,   35.90,   34.80,   35.00,    23203,      818023,  -2.5070,   0.7048,      115226,  -2.5389
1101   ,台泥         ,20091029,   34.50,   34.55,   33.50,   34.45,    16238,      551904,  -1.5714,   0.4932,      113415,  -1.5839
1101   ,台泥         ,20091030,   35.00,   35.00,   34.00,   34.00,     6046,      208319,  -1.3062,   0.1836,      111933,  -1.3148
1101   ,台泥         ,20091102,   33.60,   33.95,   33.05,   33.60,    10645,      356138,  -1.1765,   0.3233,      110617,  -1.1834
1101   ,台泥         ,20091103,   33.60,   34.30,   33.20,   33.85,    10280,      347908,   0.7440,   0.3123,      111440,   0.7413
1101   ,台泥         ,20091104,   33.85,   34.80,   33.85,   34.75,     9449,      326379,   2.6588,   0.2870,      114403,   2.6241
1101   ,台泥         ,20091105,   34.65,   34.75,   34.30,   34.35,     6047,      208122,  -1.1511,   0.1837,      113086,  -1.1578
1101   ,台泥         ,20091106,   34.70,   35.25,   34.65,   34.90,     7966,      278673,   1.6012,   0.2420,      114896,   1.5885
1101   ,台泥         ,20091109,   35.45,   35.75,   35.15,   35.20,    11212,      397409,   0.8596,   0.3406,      115884,   0.8559
1101   ,台泥         ,20091110,   35.50,   36.10,   35.50,   35.80,    10631,      381082,   1.7045,   0.3229,      117859,   1.6902
1101   ,台泥         ,20091111,   35.80,   36.25,   35.55,   36.10,     7180,      258081,   0.8380,   0.2181,      118847,   0.8345
1101   ,台泥         ,20091112,   36.15,   36.30,   35.50,   35.80,     7500,      268913,  -0.8310,   0.2278,      117859,  -0.8345
1101   ,台泥         ,20091113,   35.80,   36.05,   35.55,   36.00,     4075,      146168,   0.5587,   0.1238,      118518,   0.5571
1101   ,台泥         ,20091116,   36.00,   36.20,   35.80,   36.20,     8303,      299741,   0.5556,   0.2522,      119176,   0.5540
1101   ,台泥         ,20091117,   36.50,   36.60,   35.70,   35.80,     8043,      290255,  -1.1050,   0.2443,      117859,  -1.1111
1101   ,台泥         ,20091118,   35.50,   36.05,   35.50,   35.65,     4802,      172223,  -0.4190,   0.1459,      117366,  -0.4199
1101   ,台泥         ,20091119,   35.40,   35.50,   35.00,   35.20,    13250,      467079,  -1.2623,   0.4025,      115884,  -1.2703
1101   ,台泥         ,20091120,   35.20,   35.40,   34.50,   34.85,    13843,      480241,  -0.9943,   0.4205,      114732,  -0.9993
1101   ,台泥         ,20091123,   34.85,   35.05,   34.70,   34.95,     4880,      169878,   0.2869,   0.1482,      115061,   0.2865
1101   ,台泥         ,20091124,   35.20,   35.30,   35.00,   35.30,     3891,      136965,   1.0014,   0.1182,      116213,   0.9964
1101   ,台泥         ,20091125,   35.35,   35.50,   34.85,   35.00,     8117,      285809,  -0.8499,   0.2466,      115226,  -0.8535
1101   ,台泥         ,20091126,   35.40,   35.40,   34.80,   34.85,     9344,      327043,  -0.4286,   0.2838,      114732,  -0.4295
1101   ,台泥         ,20091127,   34.50,   34.55,   33.75,   33.75,    15928,      541859,  -3.1564,   0.4838,      111110,  -3.2073
1101   ,台泥         ,20091130,   33.80,   34.10,   33.55,   33.55,    12412,      419490,  -0.5926,   0.3770,      110452,  -0.5944
1101   ,台泥         ,20091201,   34.90,   34.90,   34.30,   34.65,    15996,      552890,   3.2787,   0.4859,      114073,   3.2261
1101   ,台泥         ,20091202,   34.80,   34.90,   33.95,   34.10,    23406,      800082,  -1.5873,   0.7110,      112263,  -1.6000
1101   ,台泥         ,20091203,   34.20,   34.30,   33.95,   34.10,     9177,      312621,   0.0000,   0.2788,      112263,   0.0000
1101   ,台泥         ,20091204,   34.00,   34.05,   33.50,   33.70,    15920,      538149,  -1.1730,   0.4836,      110946,  -1.1800
1101   ,台泥         ,20091207,   33.80,   34.05,   33.80,   33.95,     9427,      319853,   0.7418,   0.2863,      111769,   0.7391
1101   ,台泥         ,20091208,   34.05,   34.30,   33.85,   33.85,     9890,      336870,  -0.2946,   0.3004,      111440,  -0.2950
1101   ,台泥         ,20091209,   33.65,   34.00,   33.65,   33.95,     7444,      251858,   0.2954,   0.2261,      111769,   0.2950
1101   ,台泥         ,20091210,   34.35,   34.35,   33.25,   33.50,    26240,      881933,  -1.3255,   0.7970,      110287,  -1.3343
1101   ,台泥         ,20091211,   33.80,   34.10,   33.60,   34.05,     9543,      323711,   1.6418,   0.2899,      112098,   1.6285
1101   ,台泥         ,20091214,   34.00,   34.40,   34.00,   34.25,     7990,      272907,   0.5874,   0.2427,      112756,   0.5857
1101   ,台泥         ,20091215,   34.40,   34.60,   34.00,   34.05,    13284,      454767,  -0.5839,   0.4035,      112098,  -0.5857
1101   ,台泥         ,20091216,   34.00,   34.05,   33.55,   33.65,    12129,      408161,  -1.1747,   0.3684,      110781,  -1.1817
1101   ,台泥         ,20091217,   33.95,   33.95,   33.30,   33.50,    12182,      407826,  -0.4458,   0.3700,      110287,  -0.4468
1101   ,台泥         ,20091218,   33.15,   33.80,   33.10,   33.80,     9041,      301856,   0.8955,   0.2746,      111275,   0.8915
1101   ,台泥         ,20091221,   33.80,   33.95,   33.60,   33.70,     6328,      213419,  -0.2959,   0.1922,      110946,  -0.2963
1101   ,台泥         ,20091222,   33.90,   33.90,   33.50,   33.60,     9503,      319855,  -0.2967,   0.2887,      110617,  -0.2972
1101   ,台泥         ,20091223,   33.60,   33.65,   33.25,   33.40,    10530,      351976,  -0.5952,   0.3198,      109958,  -0.5970
1101   ,台泥         ,20091224,   33.35,   33.75,   33.35,   33.60,    16953,      568586,   0.5988,   0.5149,      110617,   0.5970
1101   ,台泥         ,20091225,   33.70,   33.70,   33.45,   33.65,     7096,      238137,   0.1488,   0.2155,      110781,   0.1487
1101   ,台泥         ,20091228,   33.80,   34.30,   33.70,   34.20,    21545,      734695,   1.6345,   0.6544,      112592,   1.6213
1101   ,台泥         ,20091229,   34.30,   34.35,   33.70,   33.85,    10268,      348403,  -1.0234,   0.3119,      111440,  -1.0287
1101   ,台泥         ,20091230,   33.95,   34.10,   33.85,   34.00,    10037,      341013,   0.4431,   0.3049,      111933,   0.4422
1101   ,台泥         ,20091231,   34.10,   34.25,   33.95,   34.00,    10271,      349710,   0.0000,   0.3120,      111933,   0.0000
1101   ,台泥         ,20100104,   34.00,   34.40,   33.90,   34.30,     8299,      283529,   0.8824,   0.2521,      112921,   0.8785
1101   ,台泥         ,20100105,   34.60,   35.80,   34.50,   35.50,    48059,     1693662,   3.4985,   1.4598,      116872,   3.4387
1101   ,台泥         ,20100106,   35.50,   36.40,   35.40,   36.25,    36026,     1298754,   2.1127,   1.0943,      119341,   2.0907
1101   ,台泥         ,20100107,   36.35,   36.40,   35.50,   35.55,    14531,      520883,  -1.9310,   0.4414,      117036,  -1.9499
1101   ,台泥         ,20100108,   35.55,   35.80,   35.15,   35.40,    10671,      377286,  -0.4219,   0.3241,      116542,  -0.4228
1101   ,台泥         ,20100111,   35.40,   35.80,   34.70,   34.75,    18206,      638075,  -1.8362,   0.5530,      114403,  -1.8532
1101   ,台泥         ,20100112,   34.75,   35.25,   34.30,   34.55,    15970,      553628,  -0.5755,   0.4851,      113744,  -0.5772
1101   ,台泥         ,20100113,   34.00,   34.25,   33.90,   34.00,    23801,      809471,  -1.5919,   0.7230,      111933,  -1.6047
1101   ,台泥         ,20100114,   34.50,   34.50,   34.10,   34.20,     8192,      280367,   0.5882,   0.2488,      112592,   0.5865
1101   ,台泥         ,20100115,   34.30,   34.45,   34.15,   34.45,     7254,      248945,   0.7310,   0.2203,      113415,   0.7283
1101   ,台泥         ,20100118,   34.20,   34.40,   34.10,   34.20,     5327,      182387,  -0.7257,   0.1618,      112592,  -0.7283
1101   ,台泥         ,20100119,   34.35,   34.75,   34.05,   34.35,     9450,      324909,   0.4386,   0.2870,      113086,   0.4376
1101   ,台泥         ,20100120,   34.45,   34.50,   34.00,   34.00,     6324,      215865,  -1.0189,   0.1921,      111933,  -1.0241
1101   ,台泥         ,20100121,   34.00,   34.15,   33.90,   33.90,     6215,      211476,  -0.2941,   0.1888,      111604,  -0.2946
1101   ,台泥         ,20100122,   33.55,   33.65,   31.55,   31.80,    52089,     1679653,  -6.1947,   1.5822,      104691,  -6.3949
1101   ,台泥         ,20100125,   31.50,   32.05,   30.95,   32.00,    21548,      678144,   0.6289,   0.6545,      105349,   0.6270
1101   ,台泥         ,20100126,   32.00,   32.20,   30.00,   30.40,    31714,      972850,  -5.0000,   0.9633,      100082,  -5.1293
1101   ,台泥         ,20100127,   30.70,   30.70,   29.90,   30.05,    20990,      633445,  -1.1513,   0.6376,       98929,  -1.1580
1101   ,台泥         ,20100128,   30.20,   30.95,   30.20,   30.50,    11390,      347522,   1.4975,   0.3460,      100411,   1.4864
1101   ,台泥         ,20100129,   30.10,   30.10,   29.20,   29.85,    22533,      669406,  -2.1311,   0.6844,       98271,  -2.1542
1101   ,台泥         ,20100201,   30.05,   30.35,   29.45,   29.50,    23299,      694210,  -1.1725,   0.7077,       97119,  -1.1795
1101   ,台泥         ,20100202,   30.00,   30.20,   29.30,   29.55,    13557,      404665,   0.1695,   0.4118,       97283,   0.1693
1101   ,台泥         ,20100203,   30.05,   30.30,   29.45,   29.85,     8396,      250047,   1.0152,   0.2550,       98271,   1.0101
1101   ,台泥         ,20100204,   29.85,   30.05,   29.60,   29.95,     3824,      114206,   0.3350,   0.1162,       98600,   0.3344
1101   ,台泥         ,20100205,   29.10,   29.20,   28.55,   28.55,    12712,      365804,  -4.6745,   0.3861,       93991,  -4.7872
1101   ,台泥         ,20100206,   28.60,   28.70,   27.65,   28.45,     5607,      158425,  -0.3503,   0.1703,       93662,  -0.3509
